episode_uid,run_id,execution_order_in_run,task_suite_name,task_id,task_description,initial_state_index,trial_index,eval_seed,episode_seed,bddl_relative_path,bddl_sha256,init_state_file_relative_path,init_state_file_sha256,libero_pro_commit
libero_goal_object::task01::init004::eval_seed000,goal_object_t0to9,15,libero_goal_object,1,put the bowl on the stove,4,4,0,4,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_stove.bddl,c243a0de8e72c5e17a4b87528468504d828af1504d4e828d5f2ee437b5153b60,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_stove.pruned_init,907642a69eff5454ff1ccc9d20c4c6ff9c2963634545ae36c9598eea0bc25f5f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task01::init005::eval_seed000,goal_object_t0to9,16,libero_goal_object,1,put the bowl on the stove,5,5,0,5,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_stove.bddl,c243a0de8e72c5e17a4b87528468504d828af1504d4e828d5f2ee437b5153b60,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_stove.pruned_init,907642a69eff5454ff1ccc9d20c4c6ff9c2963634545ae36c9598eea0bc25f5f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task01::init006::eval_seed000,goal_object_t0to9,17,libero_goal_object,1,put the bowl on the stove,6,6,0,6,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_stove.bddl,c243a0de8e72c5e17a4b87528468504d828af1504d4e828d5f2ee437b5153b60,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_stove.pruned_init,907642a69eff5454ff1ccc9d20c4c6ff9c2963634545ae36c9598eea0bc25f5f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task01::init007::eval_seed000,goal_object_t0to9,18,libero_goal_object,1,put the bowl on the stove,7,7,0,7,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_stove.bddl,c243a0de8e72c5e17a4b87528468504d828af1504d4e828d5f2ee437b5153b60,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_stove.pruned_init,907642a69eff5454ff1ccc9d20c4c6ff9c2963634545ae36c9598eea0bc25f5f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task01::init008::eval_seed000,goal_object_t0to9,19,libero_goal_object,1,put the bowl on the stove,8,8,0,8,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_stove.bddl,c243a0de8e72c5e17a4b87528468504d828af1504d4e828d5f2ee437b5153b60,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_stove.pruned_init,907642a69eff5454ff1ccc9d20c4c6ff9c2963634545ae36c9598eea0bc25f5f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task01::init009::eval_seed000,goal_object_t0to9,20,libero_goal_object,1,put the bowl on the stove,9,9,0,9,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_the_stove.bddl,c243a0de8e72c5e17a4b87528468504d828af1504d4e828d5f2ee437b5153b60,libero_pro/init_files/libero_goal_object/put_the_bowl_on_the_stove.pruned_init,907642a69eff5454ff1ccc9d20c4c6ff9c2963634545ae36c9598eea0bc25f5f,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init000::eval_seed000,goal_object_t0to9,21,libero_goal_object,2,put the wine bottle on the top of the drawer,0,0,0,0,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init001::eval_seed000,goal_object_t0to9,22,libero_goal_object,2,put the wine bottle on the top of the drawer,1,1,0,1,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init002::eval_seed000,goal_object_t0to9,23,libero_goal_object,2,put the wine bottle on the top of the drawer,2,2,0,2,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init003::eval_seed000,goal_object_t0to9,24,libero_goal_object,2,put the wine bottle on the top of the drawer,3,3,0,3,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init004::eval_seed000,goal_object_t0to9,25,libero_goal_object,2,put the wine bottle on the top of the drawer,4,4,0,4,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init005::eval_seed000,goal_object_t0to9,26,libero_goal_object,2,put the wine bottle on the top of the drawer,5,5,0,5,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init006::eval_seed000,goal_object_t0to9,27,libero_goal_object,2,put the wine bottle on the top of the drawer,6,6,0,6,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init007::eval_seed000,goal_object_t0to9,28,libero_goal_object,2,put the wine bottle on the top of the drawer,7,7,0,7,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init008::eval_seed000,goal_object_t0to9,29,libero_goal_object,2,put the wine bottle on the top of the drawer,8,8,0,8,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task02::init009::eval_seed000,goal_object_t0to9,30,libero_goal_object,2,put the wine bottle on the top of the drawer,9,9,0,9,libero_pro/bddl_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.bddl,7c9084631f87470e5ad42bba7b1d8bdb6a7972aac9b0dafb85bf9895b81bf51e,libero_pro/init_files/libero_goal_object/put_the_wine_bottle_on_top_of_the_cabinet.pruned_init,b889e9e584bc91c8b8652355e9abdb4df36c9c6ae8c4b2683b7942ab5616f2d8,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init000::eval_seed000,goal_object_t0to9,31,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,0,0,0,0,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init001::eval_seed000,goal_object_t0to9,32,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,1,1,0,1,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init002::eval_seed000,goal_object_t0to9,33,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,2,2,0,2,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init003::eval_seed000,goal_object_t0to9,34,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,3,3,0,3,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init004::eval_seed000,goal_object_t0to9,35,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,4,4,0,4,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init005::eval_seed000,goal_object_t0to9,36,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,5,5,0,5,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init006::eval_seed000,goal_object_t0to9,37,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,6,6,0,6,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init007::eval_seed000,goal_object_t0to9,38,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,7,7,0,7,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init008::eval_seed000,goal_object_t0to9,39,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,8,8,0,8,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task03::init009::eval_seed000,goal_object_t0to9,40,libero_goal_object,3,open the top layer of the drawer and put the bowl inside,9,9,0,9,libero_pro/bddl_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.bddl,7a95a6d6ab0ec39424f03a1743979e143f43ce251993bc8cccf68ec4bccf4324,libero_pro/init_files/libero_goal_object/open_the_top_drawer_and_put_the_bowl_inside.pruned_init,8febc8d40dec9bd26cb072370cd16ea41ef66a6b8125aaafc335cc2ff8007192,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init000::eval_seed000,goal_object_t0to9,41,libero_goal_object,4,put the bowl on the top of the drawer,0,0,0,0,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init001::eval_seed000,goal_object_t0to9,42,libero_goal_object,4,put the bowl on the top of the drawer,1,1,0,1,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init002::eval_seed000,goal_object_t0to9,43,libero_goal_object,4,put the bowl on the top of the drawer,2,2,0,2,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init003::eval_seed000,goal_object_t0to9,44,libero_goal_object,4,put the bowl on the top of the drawer,3,3,0,3,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init004::eval_seed000,goal_object_t0to9,45,libero_goal_object,4,put the bowl on the top of the drawer,4,4,0,4,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init005::eval_seed000,goal_object_t0to9,46,libero_goal_object,4,put the bowl on the top of the drawer,5,5,0,5,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init006::eval_seed000,goal_object_t0to9,47,libero_goal_object,4,put the bowl on the top of the drawer,6,6,0,6,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init007::eval_seed000,goal_object_t0to9,48,libero_goal_object,4,put the bowl on the top of the drawer,7,7,0,7,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init008::eval_seed000,goal_object_t0to9,49,libero_goal_object,4,put the bowl on the top of the drawer,8,8,0,8,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
libero_goal_object::task04::init009::eval_seed000,goal_object_t0to9,50,libero_goal_object,4,put the bowl on the top of the drawer,9,9,0,9,libero_pro/bddl_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.bddl,0697f80cec01abdf5695f146f3e40cd576415d014f49632cfb5339056e9e4a53,libero_pro/init_files/libero_goal_object/put_the_bowl_on_top_of_the_cabinet.pruned_init,3b2934662f1cce7aa84b1a94689d58029a3613f9ee9b3f302c17ec486aeafe1e,UNAVAILABLE_NOT_A_GIT_CHECKOUT
